formula, good_instruction, is_taut, num_of_nodes, num_of_branches
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4421}{22221122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4412}{22222211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4411}{22222222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1122}{44444444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1124}{44444422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1142}{44442244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1144}{44442222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1111}{44444444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1114}{44444411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1141}{44441144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1144}{44441111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1122}{44441111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1121}{44441122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1112}{44442211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1111}{44442222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1422}{44114444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1424}{44114422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1442}{44112244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{1444}{44112222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1411}{44114444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1414}{44114411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1441}{44111144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{1444}{44111111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1422}{44111111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1421}{44111122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1412}{44112211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{1411}{44112222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4122}{11444444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4124}{11444422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4142}{11442244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4144}{11442222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4111}{11444444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4114}{11444411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4141}{11441144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4144}{11441111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4122}{11441111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4121}{11441122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4112}{11442211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4111}{11442222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4422}{11114444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4424}{11114422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4442}{11112244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{21}{4444}{11112222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4411}{11114444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4414}{11114411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4441}{11111144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{22}{4444}{11111111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4422}{11111111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4421}{11111122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4412}{11112211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{24}{4411}{11112222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2222}{11114444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2224}{11114422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2242}{11112244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2244}{11112222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2211}{11114444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2214}{11114411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2241}{11111144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2244}{11111111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2222}{11111111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2221}{11111122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2212}{11112211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2211}{11112222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2122}{11224444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2124}{11224422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2142}{11222244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{2144}{11222222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2111}{11224444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2114}{11224411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2141}{11221144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{2144}{11221111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2122}{11221111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2121}{11221122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2112}{11222211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{2111}{11222222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1222}{22114444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1224}{22114422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1242}{22112244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1244}{22112222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1211}{22114444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1214}{22114411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1241}{22111144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1244}{22111111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1222}{22111111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1221}{22111122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1212}{22112211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1211}{22112222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1122}{22224444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1124}{22224422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1142}{22222244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{41}{1144}{22222222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1111}{22224444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1114}{22224411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1141}{22221144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{42}{1144}{22221111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1122}{22221111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1121}{22221122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1112}{22222211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{44}{1111}{22222222}{3333333333333333}}, False, 43, 7
