formula, good_instruction, is_taut, num_of_nodes, num_of_branches
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{45}{5541}{11111144}{3333333333333333}}, False, 57, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{45}{5514}{11114411}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{45}{5511}{11114444}{3333333333333333}}, False, 57, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4444}{11115555}{3333333333333333}}, False, 61, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4445}{11115544}{3333333333333333}}, False, 61, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4454}{11114455}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4455}{11114444}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4411}{11115555}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4415}{11115511}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4451}{11111155}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4455}{11111111}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4444}{11111111}{3333333333333333}}, False, 67, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4441}{11111144}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4414}{11114411}{3333333333333333}}, False, 67, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4411}{11114444}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4144}{11445555}{3333333333333333}}, False, 55, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4145}{11445544}{3333333333333333}}, False, 55, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4154}{11444455}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{4155}{11444444}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4111}{11445555}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4115}{11445511}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4151}{11441155}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{4155}{11441111}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4144}{11441111}{3333333333333333}}, False, 61, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4141}{11441144}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4114}{11444411}{3333333333333333}}, False, 61, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{4111}{11444444}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1444}{44115555}{3333333333333333}}, False, 61, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1445}{44115544}{3333333333333333}}, False, 61, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1454}{44114455}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1455}{44114444}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1411}{44115555}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1415}{44115511}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1451}{44111155}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1455}{44111111}{3333333333333333}}, False, 71, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1444}{44111111}{3333333333333333}}, False, 67, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1441}{44111144}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1414}{44114411}{3333333333333333}}, False, 67, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1411}{44114444}{3333333333333333}}, False, 53, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1144}{44445555}{3333333333333333}}, False, 55, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1145}{44445544}{3333333333333333}}, False, 55, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1154}{44444455}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{51}{1155}{44444444}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1111}{44445555}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1115}{44445511}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1151}{44441155}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{54}{1155}{44441111}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1144}{44441111}{3333333333333333}}, False, 61, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1141}{44441144}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1114}{44444411}{3333333333333333}}, False, 61, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{2}{55}{1111}{44444444}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2222}{55555555}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2225}{55555522}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2252}{55552255}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2255}{55552222}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2211}{55555555}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2215}{55555511}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2251}{55551155}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2255}{55551111}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2222}{55551111}{3333333333333333}}, False, 64, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2221}{55551122}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2212}{55552211}{3333333333333333}}, False, 64, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2211}{55552222}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2522}{55225555}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2525}{55225522}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2552}{55222255}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{2555}{55222222}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2511}{55225555}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2515}{55225511}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2551}{55221155}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{2555}{55221111}{3333333333333333}}, False, 68, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2522}{55221111}{3333333333333333}}, False, 64, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2521}{55221122}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2512}{55222211}{3333333333333333}}, False, 64, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{2511}{55222222}{3333333333333333}}, False, 52, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5222}{22555555}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5225}{22555522}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5252}{22552255}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5255}{22552222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5211}{22555555}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5215}{22555511}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5251}{22551155}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5255}{22551111}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5222}{22551111}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5221}{22551122}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5212}{22552211}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5211}{22552222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5522}{22225555}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5525}{22225522}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5552}{22222255}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{11}{5555}{22222222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5511}{22225555}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5515}{22225511}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5551}{22221155}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{12}{5555}{22221111}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5522}{22221111}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5521}{22221122}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5512}{22222211}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{15}{5511}{22222222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1122}{55555555}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1125}{55555522}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1152}{55552255}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1155}{55552222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1111}{55555555}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1115}{55555511}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1151}{55551155}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1155}{55551111}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1122}{55551111}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1121}{55551122}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1112}{55552211}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1111}{55552222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1522}{55115555}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1525}{55115522}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1552}{55112255}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{1555}{55112222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1511}{55115555}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1515}{55115511}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1551}{55111155}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{1555}{55111111}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1522}{55111111}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1521}{55111122}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1512}{55112211}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{1511}{55112222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5122}{11555555}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5125}{11555522}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5152}{11552255}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5155}{11552222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5111}{11555555}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5115}{11555511}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5151}{11551155}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5155}{11551111}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5122}{11551111}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5121}{11551122}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5112}{11552211}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5111}{11552222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5522}{11115555}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5525}{11115522}{3333333333333333}}, False, 69, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5552}{11112255}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{21}{5555}{11112222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5511}{11115555}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5515}{11115511}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5551}{11111155}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{22}{5555}{11111111}{3333333333333333}}, False, 74, 13
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5522}{11111111}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5521}{11111122}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5512}{11112211}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{25}{5511}{11112222}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2222}{11115555}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2225}{11115522}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2252}{11112255}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2255}{11112222}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2211}{11115555}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2215}{11115511}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2251}{11111155}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2255}{11111111}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2222}{11111111}{3333333333333333}}, False, 66, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2221}{11111122}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2212}{11112211}{3333333333333333}}, False, 66, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2211}{11112222}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2122}{11225555}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2125}{11225522}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2152}{11222255}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{2155}{11222222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2111}{11225555}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2115}{11225511}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2151}{11221155}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{2155}{11221111}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2122}{11221111}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2121}{11221122}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2112}{11222211}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{2111}{11222222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1222}{22115555}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1225}{22115522}{3333333333333333}}, False, 65, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1252}{22112255}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1255}{22112222}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1211}{22115555}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1215}{22115511}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1251}{22111155}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1255}{22111111}{3333333333333333}}, False, 70, 12
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1222}{22111111}{3333333333333333}}, False, 66, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1221}{22111122}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1212}{22112211}{3333333333333333}}, False, 66, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1211}{22112222}{3333333333333333}}, False, 54, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1122}{22225555}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1125}{22225522}{3333333333333333}}, False, 58, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1152}{22222255}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{51}{1155}{22222222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1111}{22225555}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1115}{22225511}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1151}{22221155}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{52}{1155}{22221111}{3333333333333333}}, False, 63, 11
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1122}{22221111}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1121}{22221122}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1112}{22222211}{3333333333333333}}, False, 59, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{4}{55}{1111}{22222222}{3333333333333333}}, False, 47, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2222}{44444444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2224}{44444422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2242}{44442244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2244}{44442222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2211}{44444444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2214}{44444411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2241}{44441144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2244}{44441111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2222}{44441111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2221}{44441122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2212}{44442211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2211}{44442222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2422}{44224444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2424}{44224422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2442}{44222244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{2444}{44222222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2411}{44224444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2414}{44224411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2441}{44221144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{2444}{44221111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2422}{44221111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2421}{44221122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2412}{44222211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{2411}{44222222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4222}{22444444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4224}{22444422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4242}{22442244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4244}{22442222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4211}{22444444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4214}{22444411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4241}{22441144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4244}{22441111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4222}{22441111}{3333333333333333}}, False, 62, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4221}{22441122}{3333333333333333}}, False, 50, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4212}{22442211}{3333333333333333}}, False, 55, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4211}{22442222}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4422}{22224444}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4424}{22224422}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4442}{22222244}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{11}{4444}{22222222}{3333333333333333}}, False, 36, 6
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4411}{22224444}{3333333333333333}}, False, 43, 7
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4414}{22224411}{3333333333333333}}, False, 57, 9
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4441}{22221144}{3333333333333333}}, False, 49, 8
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{12}{4444}{22221111}{3333333333333333}}, False, 63, 10
((((p -> q) & r) & s) & p) v (t v ~p), {{5}{14}{4422}{22221111}{3333333333333333}}, False, 62, 10
